ID,DBSN,PID,SID,AnnotationID,ST,ET,Speech
286,358,52,22,ccc3519c10744bf78b0861d88e99f5d2,416000,417300,so pick up the oil
287,359,52,23,74df5c2445434c4a8fb6bc8ff2f8c0b0,430950,435150,"ok now we're going to put the onions in the pan, so pick up the chopped onions"
288,360,52,24,f54851b4114e458687d4a750aa36d60d,443450,445300,ok now bring it over to the pan
289,361,52,25,fb6678b16ebd43aab6ef6687f270af4c,449100,450750,put the vegetables in the pan
290,362,52,26,1ee7923d29d8440db5b5e867802ee622,462400,467400,"ok, now we're going to put spices in the pan, so turn back over to the pan"
291,363,52,27,1059e3261b9c4125a197d9c8076c4a1a,471700,473650,pick up the spices and shake it in the pan
292,364,52,28,7a6e32e017f645c5be3b4d75205f8161,488500,490650,ok now we're going to grind the pepper
293,364,52,29,9b62b3187dfa4ad6bfa14e5d731e0704,490690,492750,"so turn, turn, there you go"
294,365,52,30,2ec64cd121a34d64b11dba67e7eb6083,494050,495950,pick up the pepper grinder
295,366,52,31,44fd445adae54a86acd209bef064ae8c,515000,517300,ok now we're going to mix the vegetables
296,367,52,32,1f90eba395cc4e0a872267cc99a60b5a,521650,523150,can you pick up a spoon
297,368,52,33,e6dc3e9b73d644eab0bdd6315ad4ecb3,547150,550350,"ok now we're going to cut the potato, can you pick up the potato"
298,369,52,34,d7f6c02494fe4df485f4ffc62e71a8c7,551660,555700,"the uh, it's the brown vegetable, it's an oval shape"
299,370,52,35,d8d0266ba498421e8d03ecaeeee2f256,576250,579500,"ok now we're going to chop the carrot, can you pick up the carrot"
300,371,52,36,b208244c94ef48fba968e0fa961904fe,585500,586750,pick up the carrot
301,373,52,37,c0ef813a18a24b7a8de4dc31c7ba0afc,591400,594300,take the orange vegetable and put it on the cutting board
302,374,52,38,ec3f7f315e5345f78cf2d0b21a2bfd61,598700,601700,"grab the orange vegetable, you're hovering right over it"
303,375,52,39,5dd41d823a7f41439013c30d6898ac8b,602300,603310,pick it up
304,376,52,40,b42bcde49ded46068150273c5f032bc2,604150,608230,clench your fist and pick up the vegetable
305,377,52,41,0116e51def5346bc8fa371fd8b5ac723,614200,618150,"uh, can you pick up the celery, we're going to chop the celery"
306,378,52,42,0116e51def5346bc8fa371fd8b5ac723,614200,618150,"uh, can you pick up the celery, we're going to chop the celery"
307,379,52,43,1cfc9cffe19e43e2882f02713700cd57,635600,640250,"ok now we're going to remove the lid from the boiling pot of water, so can you turn over to the stove"
308,380,52,44,2b3ab70c7f824bc2957b69fb309145d7,641600,642950,take the lid off the pot
309,381,52,45,5fc3ca2490554b1eb38e1295c1ea292d,657900,662100,ok now we're going to put the vegetables we just chopped in the pot of water
310,382,52,46,5bb4451b836d41bfaaf6823323226c12,672250,674000,put the vegetables in the pot
311,383,52,47,ec253580f2004075aa224de21eefb5e2,689950,694600,ok now we're going to turn on the heat on the pan
312,384,52,48,aa5a31608eae41b0a37a9904d10c9689,696050,697300,can you turn off the heat
313,385,52,49,86d24ad10e5c4d8391ef916a119f6143,708100,713000,"ok now we're going the vegetables in the pan into the pot, so turn over to the stove"
314,386,52,50,461cd3ed2d364542bf2bf674c5bc46c9,714700,717400,pick up the pan and put the vegetables in the pot
315,387,52,51,b4d6bad9ac66490fb128ab6bec43d01b,731350,733850,ok now we're going to add spices to the pot
316,388,52,52,06f2b4c0ce224789b33b661de120fdf6,736700,738950,pick up the spice and shake it in the pot
317,390,52,53,98bb70f909584a478156b2ec177c8aa9,764500,766400,can you turn over to the pot
318,391,52,54,52c2dea1d2eb49a2a72faeaa9071866c,768650,769930,turn this way
319,392,52,55,e7fe8f5fdbfa465196dc98455cc25938,775600,778200,move your body in this direction
320,393,52,56,9351707a106c4e6aabcef04cdc1fe5f0,779150,780450,turn behind you
321,394,52,57,dbee82b2768b436bb7d6428a0e1cdc3f,781900,785050,"the pot is behind you, the red container"
322,395,52,58,c4fb7aa99d434eaea3794b78c44f8a15,807050,809550,ok now we're going to put the lid back on the pot
323,396,52,59,2b3a2e63e3bc4bb6b340d00612e3fe8e,826300,829170,ok now we're going to turn off the heat on the stove
324,397,52,60,93033026898246a4be4e425641e2f584,841500,843600,ok now we're going to take the lid off the pot
325,398,52,61,c9e0e61a1ef646c5b03d84c13f9232e6,861200,867760,"ok now we're going to serve the soup, so we're going to spoon the soup out of the bowl, uh, the pot"
326,399,52,62,caec65fb77c548ecb91da6116ee938c8,877100,878550,can you grab the ladle
327,400,52,63,52ac290c59dd4c63b9f917a171287d16,914450,916250,ok now we're going to clean up
328,401,53,0,9747cf6aa37c4a12af979dbeb3471436,203050,205850,so Baxter you want to go to the stove behind you
329,402,53,1,3e6b6788bfcd4c7aa247680df2b3e688,207500,209390,and we're going to boil water Baxter
330,402,53,2,dbbc872c1a34442da91f3e7b0de559cb,209800,212700,"ok, so you want to go to the stove behind you"
331,403,53,3,dbbc872c1a34442da91f3e7b0de559cb,209800,212700,"ok, so you want to go to the stove behind you"
332,404,53,4,89963718239d4480b094bdb5dc145dc7,216350,223910,"and you see the water on the right side, you want to adjust the uh thing"
333,404,53,5,76f6a2e840d2400dbbccec5e7b730083,225650,228450,"yes that, adjust it so you turn on the flame"
334,405,53,6,6415a415b5ad405695f988130f23d7fb,234350,236950,ok so we're going to put the lid on the pot now Baxter
335,405,53,7,7f11bf4e39744e4ba9021f37322c577e,236993,238093,okay
336,406,53,8,68d2b4c3b4c04f468258b66bbef2c043,238300,241600,so uh you can turn around towards the face the stove
337,407,53,9,0f9797dd80894b2389e0564a4f835394,243050,246400,"and you want to take that pot with your right ha, right hand"
338,408,53,10,81b10bb7e1d745d98be71d4ea348c2eb,249400,252350,"and you want to place it on top of that, yup, just like that"
339,409,53,11,bee38dbb28a243a2a86e817dec852c99,260350,265100,"ok so Baxter turn around, we're going to put a guess that's an onion down"
340,410,53,12,fe10b85c0bca408892f73e2cccaf1d04,266130,268000,okay so turn around
341,411,53,13,30f64da1537d4a1996ce1e4b616db749,271530,274600,"okay, you want to grab that onion in the middle"
342,412,53,14,3ad9888d601742e0be44a47cd4a7a5c0,278960,282100,"okay, now turn around, you want to place it on the cutting board"
343,413,53,15,78dd5f8931e344b7a05872fb4ac6f2b4,288200,293750,"okay, so we're going to put an apple on the cutting board now, or I'm sorry, a carrot on the cutting board now, so go ahead and turn around"
344,414,53,16,78dd5f8931e344b7a05872fb4ac6f2b4,288200,293750,"okay, so we're going to put an apple on the cutting board now, or I'm sorry, a carrot on the cutting board now, so go ahead and turn around"
345,415,53,17,4845a8505aec495b834190a2c63446c8,294800,295950,and take the carrot
346,416,53,18,fb2c01cf3ba54471aebc39bd2ce32a3f,300950,303350,"okay, and then turn around and put it on the cutting board"
347,417,53,19,7686d5643a26494383600593e0fdd96d,308220,310450,"okay, so now we're going to cut the onion"
348,418,53,20,c602b9bf7a2040df98de02813f773728,324850,327850,ok so we want to cut the tomato now Baxter
349,419,53,21,4c58c2b304f7493e9f3647bdfa346e49,331000,335750,"so the tomato, the thing on your right, the red"
350,420,53,22,5a406576201348fe9b1372a9d27cc652,337150,338700,"yeah, you want to cut it"
351,421,53,23,493ee47841774a6ab7279d9f979160d6,339700,341700,so pick it up with your right hand
352,423,53,24,b3bc53b1be684f89b5bf50e33f94e535,342650,346600,"yup, and put it on the cutting board, now pick up the knife with your left hand"
353,423,53,25,586e82709b0e4e3fa49a90a3044c68da,347250,349050,"there you go, and cut the tomato"
354,424,53,26,586e82709b0e4e3fa49a90a3044c68da,347250,349050,"there you go, and cut the tomato"
355,425,53,27,416069b3bd444aecb62525f7975b4eb4,359900,363750,ok so we want to heat up the pan now Baxter
356,426,53,28,4359c066dc484d408ef18232bd8e7bad,367900,372800,so now adjust the gas valve that lights the lights the fire underneath the pan
357,427,53,29,e7a2316bcd0c4c7b9910f3450c7ccded,382600,385050,ok so we're going to put some oil in the pan now Baxter
358,428,53,30,b6046c50b2314ff996643df0fa1694ac,389000,391050,so you want to grab the oil
359,428,53,31,665e6c227af84e989ad08ba3d59d8a26,391750,392800,on your left
360,429,53,32,37591237f2cc4762be270ad487fa5489,393450,396100,"there you go, and now put a little bit in the pan"
361,430,53,33,9aa091566710415190cfc7723721167e,404850,407450,ok now we're going to place our onions in the pan
362,431,53,34,276d2d3421bc4d6ab956464851cee6b1,408000,409400,so pick up them onions
363,432,53,35,796138a7de6444569d6fe48c1e5ca0ce,413950,418200,"oh ok alright then, alright so then go over to the pan behind you"
364,433,53,36,9662fc2b2e9546adb27d5a12be6fc9b0,420450,422500,and we're just going to place the onions in the pan
365,434,53,37,69511feccc074510a52573b8b5c322f6,426200,431100,so you want to take your left arm and swipe the onions from the cutting board into the pan
366,435,53,38,ccec1a888cea47ef9e05d7fa798cbf79,444100,447150,we're going to put some salt in the pan now Baxter
367,436,53,39,3bfa836c884b46388f54b15e1120c376,450100,451700,so now pick up the salt
368,437,53,40,76634cc860b64565a77f4c06e8eea7d3,466050,469700,"is that pepper, ok so we're going to grind some pepper into the pan now Baxter"
369,438,53,41,edd4e550c6124dd1a70a20be8eb0aff0,472400,474500,so go ahead and grab the pepper with your left hand
370,440,53,42,847ddf065cf846818af9896ebe083863,490400,493480,ok so now we want to stir the pan
371,441,53,43,dd758f032f6a4603b64beba78f2a412e,497550,501100,"so go ahead and grab the I guess that's a spoon, with your right hand"
372,442,53,44,4a14aedd463044a5aae94cfd61bfd070,503900,507250,"and take that, and then stir the pan, no that's the pot, the pan"
373,443,53,45,f18743254b2f477086210e8868504ca1,524600,527200,ok so we're going to cut the potato now Baxter
374,444,53,46,64ea1ea7945a4e25af4a1b5afd04ea2c,528450,535780,"so the potato, the I guess ovoid uh tan piece on your right"
375,445,53,47,8b528f1356ef4f2995407e05a42e4fda,540150,541050,it's brown
376,446,53,48,412fae06c1a647079f39956a9a5ee177,542900,545600,pick up the brown thing with your right hand Baxter
377,447,53,49,0cb2a2a82a23499c9922a71a55e401dd,554200,555650,we're cutting the potato
378,448,53,50,be36b99df1d94ba39958cac450d441c6,560850,567050,"place the brown circle on your left on the cutting board, er I'm sorry, your right there you go ok"
379,449,53,51,72867cfe885540068e9e793db6179a6a,573650,574950,and now cut the potato
380,450,53,52,28623dcb334149bca928265a1538152d,581600,584750,so now we're going to cut the carrot Baxter
381,451,53,53,8aa97ab2f77e4a3eb8562f041a12ea6f,602100,604950,ok so we're going to cut the celery
382,452,53,54,6f526411048c4c51ab44bb9d068dd184,622200,625900,ok so we're going to remove the lid from the uh pot behind you
383,453,53,55,edaa146755194e71993e75977f7a47e6,631800,637200,so go ahead and and touch the handle on the pot lid with your right hand
384,454,53,56,5f07a2620c62436d8d2949bfad95f505,640600,645350,yup the black piece very good now grab it and pick it up now move it to your right and take it off
385,456,53,57,426a4d24803941b2997b7bae4ffa901f,673650,677200,ok so you want to take the cutting board and dump the ingredients into the pot
386,457,53,58,9b09b01622734bc38fe459189318e22e,689050,692000,ok so you want to turn off the fire on the pan Baxter
387,458,53,59,d3ebed5b24904a44b709e0ebc13c3293,696700,699100,so adjust the gas valve next to the pan
388,459,53,60,267c17470cc541078ad32487900685b2,711650,716200,so we're going to take the ingredients from the pan and put them in the pot now
389,460,53,61,f83923b2db254990bdbd19327e4a1c9f,719650,721100,so grab the pan
390,461,53,62,bd6b78b0ad194d24938c741b2c392c57,723900,727580,pick it up and then pour the ingredients into the pot yup
391,462,53,63,021bea94ba414f27a20a78a76448d0a9,737950,741050,so we want to put some spices in the soup now
392,463,53,64,b342dffe2f314e15b825b3207f6b2df8,743450,746150,so grab the spices to you on your right
393,464,53,65,7530ab0fbabe4944bd5bff5959db5855,748000,749800,the bottle on your right side
394,465,53,66,85545172d3fc422ca7b9254afdd6f5b5,753250,755100,and you want to pour some into the pot
395,466,53,67,f32e07dfb06946fba3ccd39ceb270440,769800,772100,alright now we want to stir our soup
396,467,53,68,d8b202e2f8f24c5eb288b832dea50343,774050,775210,stir the soup
397,468,53,69,18b78faa324541d389cd470906c40f49,777060,778300,okay turn around
398,469,53,70,7d95ac17592c4d34a250d9da389f7a3c,780360,781660,mix the soup
399,470,53,71,ff3a39e9e0c340e794bb66f48580133d,784590,786800,okay go to the stovetop Baxter
400,471,53,72,b55ed1024e3e48c8b27eeb43c1aee470,794050,796550,yup take the spoon and then stir the pot
401,472,53,73,6990ac182b824d3b9d913b4cd63e981a,809400,811950,alright so you want to place the lid back on the pot
402,473,53,74,adef317f5bef4cf38f9dc41acde456ed,828950,832270,"ok so we want to, now we want to turn off the gas on the pot"
403,474,53,75,84d3c2a1f11949d1af423d813137cb98,845750,848150,so now we want to remove the lid from the pot
404,475,53,76,7f056eb38a5741b5afdccddbea142d60,862470,866000,ok so now we're going to scoop some soup into a bowl
405,476,53,77,a7976307eeeb4e4db193ca48ff31f6a8,877330,880200,alright now pick up the ladle with your right hand
406,477,53,78,7e18c10b74054a04b3e964a0f72486d2,910050,912200,so do the dishes uh Baxter
407,478,53,79,15802654c844485bb506be2d220be5b2,939600,941400,ok now turn around
408,479,53,80,a87d0cfefdcf47e88dcaca5dc9bad04c,948350,949650,look at the stovetop
409,480,54,0,78b7d1b7b02d4ff18fec9ab0be41c1e2,203800,206650,go to the stove and turn it on 
410,482,54,1,d5b7d2725f044c28b33df292dc0701ea,212000,216150,"um turn on the stove, turn around"
411,483,54,2,a97edae3577d4259a35365aba05f3b81,216673,218013,yeah
412,483,54,3,1f8d87de38504f17b4675f047fc02d99,218450,220600,and then turn on the stove
413,484,54,4,befabc8164c24ec38903d68e7853964b,237350,238700,turn around
414,484,54,5,6f9e253d7dd347cebade885fb469284b,239900,245150,towards the stove and put the um lid on the pot
415,485,54,6,bf5d2b0f91cd41caa021b92d6dda85e3,251850,254250,cover the pot with the lid
416,486,54,7,3985ae77d60d4867ad41922f8afe24d1,255950,257200,turn around
417,487,54,8,4a08cfdbeae04c17995320055c659e7c,258800,261900,then take the lid of the pot and put it on the pot
418,488,54,9,4ff162a2f0334bcdb013193ded9fb3b7,275500,278250,grab an onion and place it on the cutting board
419,489,54,10,d5aea2f7fe50465db4be3855215a7e17,286950,288350,grab the onion
420,490,54,11,b79074f452aa4a9d82000725552f3201,305000,306200,turn around
421,490,54,12,607c5548c338474a960fdd2337c4c46e,308100,309350,and grab a carrot
422,491,54,13,634481ed3ba9494a8fc3790abed4a220,311800,312550,carrot
423,492,54,14,b1985c9a57754153be81cd7ee7557210,316950,318450,bring it to the cutting board
424,493,54,15,afd59092b76e45f6873a30e6b8329d57,325920,327650,uh take the knife
425,493,54,16,d5fe5babc4cf425782a75fccd29001fd,328100,330050,and dice the onion
426,494,54,17,fc5a1dd71efb4ff3986229e73693578e,343600,345400,take the tomato
427,494,54,18,53d3a4d0cf8a4466b1adacea502df365,345900,347200,and dice it
428,495,54,19,c4c30250b34f4839900b03a183fdd6f3,349200,351200,dice the tomato
429,496,54,20,e4e22f499a9943e5a5faddbfe444c622,358150,359900,grab the tomato
430,497,54,21,64872385d0cf485ca834d884d5a9bd8b,362250,363700,and grab the knife
431,498,54,22,4f958a142f194efba7f45d384a96df95,364250,365300,and dice it
432,499,54,23,62b18a991e184f7ea8f7657fc7652706,379000,380200,turn around
433,500,54,24,db33ed66fc1447bc9d7ab45bac64441a,382500,387150,go to the yeah and turn on the stove where the pan is 
434,501,54,25,e3c2f525875440a08f8dcaaf44954ea4,395900,397000,turn around
435,502,54,26,6defb645d9e24449af09f4bf668d706f,398120,400500,then grab the olive oil
436,503,54,27,a6600a05b22e467c8f70116389b9dbf3,402750,404600,grab the olive oil
437,504,54,28,db8e53c2ef544ef7925ff4d2515cc40a,405750,407450,and pour it into the pan
438,505,54,29,7232026248eb4e22bc0c4b61a3485127,417250,421150,grab the chopped um vegetables
439,505,54,30,6d08d8812c034325b8060bec8d7d69e0,421350,422950,and put them on the pan
440,506,54,31,ad3a1c3ee4e6439e97ed4677424226b2,427870,429500,then turn around
441,507,54,32,a96a53292c454cb09f81b3224ab24eb1,431300,432600,put them into the pan
442,508,54,33,c2519df84e2f4448ab38713308afd79a,444950,446100,turn around
443,509,54,34,ad8ae5962f2443e78ba8bf349ab35670,447850,449250,and grab the salt
444,509,54,35,2c62024155364c9686321cb3ff870b55,449950,451150,grab the salt
445,510,54,36,2c62024155364c9686321cb3ff870b55,449950,451150,grab the salt
446,511,54,37,1a42e8d5a8f44eab870b152839b2d735,453200,454700,and put salt in the pan
447,512,54,38,a23f4c32ce8e4438855ad0ebd56ea988,456750,458610,???
448,513,54,39,eb553e06252a4a8ba4e1b069a33ec641,464300,465400,turn around
449,514,54,40,e484831ef78044668b77106e92b16912,466700,468700,grab the pepper
450,514,54,41,9c5906733088496e9b42441dfe8e60f5,468850,470850,and grand the pepper into the pan
451,516,54,42,84b2c8e50eb34b30a1d1e0fe277a229a,486400,487600,turn around
452,517,54,43,81adde7268d44f37bbb77a15dddd3139,489900,491500,grab the spoon
453,518,54,44,80218d5ca06c4067bc0510987c153f97,492500,495200,and start mixing the vegetables together
454,520,54,45,868474b45bf1433ba013250b90011a6e,514250,515800,grab the potato
455,521,54,46,58ed4865151a4594a4735850d334f627,517450,518750,chop the potato
456,523,54,47,f5ebbb66c751408bac68dbadb9c98806,539450,540950,chop the carrot
457,525,54,48,337f534c3aff4d24bb40dba9abd50f99,556200,557450,chop the celery
458,526,54,49,70b3faf90f0d41238993632c86d8df2b,576050,577350,turn around
459,527,54,50,00d84b666f4d40e79d4395aed001d72b,579350,581600,remove the lid from the pot
460,528,54,51,6de1db72b56941b6b17e572de4a80d17,594200,597150,grab the um vegetables
461,529,54,52,26054a636cb948bcb494837e19216da2,599050,600800,and then put them into the pot
462,530,54,53,ada2d5f903ae4b7b8faa65e63413d73b,608150,609600,put them into the pot
463,531,54,54,0e00d49ef5714cdbbbd926836f2f5a34,622450,623650,turn around
464,532,54,55,a66d37acd63240ef8bda4ebf480674a3,625440,630400,and then turn off the um stove with the pan
465,533,54,56,3279b7232b084a74b019b1a8fc9aaf75,640200,641400,turn around
466,534,54,57,48e75ca76f144ca3a10ca2ea15d47d37,643390,647750,and then grab the pan and put it into the um
467,534,54,58,62b90d75f9364dd99837f810b61be53b,648900,650600,put it into the uh
468,534,54,59,247e596642fe460ba2eb3843e074041f,651550,654700,"the bowl, get off the pan yeah"
469,535,54,60,7b8f67e3a40848859ae811c21b108d2f,656832,658452,there you go
470,535,54,61,9cd236453d7746d8a5cb7f410827cdee,658940,660920,put it into the other pan
471,536,54,62,9cd236453d7746d8a5cb7f410827cdee,658940,660920,put it into the other pan
472,537,54,63,e832895df6b04d30abf71d29eb2ed619,666600,667750,turn around
473,538,54,64,3356c79fc6a7429ca4d15a99c45e5f2a,669800,673850,and put the spices into the pan
474,540,54,65,a7bc3c7262604288afd5ab1a4d0998da,692100,693150,turn around
475,541,54,66,01335ed0591341539e690d045a7310d4,695200,696300,turn around
476,542,54,67,576adafeba1748398b95227ec582e1e5,697600,700350,take the spoon and mix the vegetables
477,543,54,68,7ee646e0fc6540848e045a4b95592358,722800,725650,put the lid on the pan
478,544,54,69,c99e5bfbbd5649f6a0ac0ca1deec2d83,739950,741450,turn off the stove
479,545,54,70,b8b9222fe6b24bfeaa176861d2aa62a9,753700,755350,take the lid off the pan
480,546,54,71,957447bf78074038ad61ce1b55115e2d,769350,772050,grab a bowl and serve yourself soup
481,547,54,72,409b57cd485b46d2981a4befb0142cd9,776750,777800,with a spoon
482,548,54,73,794a0a33a6774886baca2619168236a1,783900,785500,serve yourself soup
483,548,54,74,b3925a5116394289a2d5b73bb2e669db,785950,787850,"with a spoon, or with a yeah"
484,548,54,75,d6257bc19c2a457c949c48eab7808051,789050,790000,the ladle
485,549,54,76,06f2bfaa1ffa4b8db74f8a3365f621b8,816600,818800,put the dishes in the sink
486,550,54,77,1266791deaf84115ab276628cd764ab9,841000,844900,grab the spoons and put the in the sink too and wash the plates 
487,551,54,78,158e97fa9f8f49389210da111e0b4053,848150,849350,turn around
488,552,54,79,eddeaefca8344b0c8347772fcb86e85b,852250,853800,wash the dishes
489,553,55,0,d545f1edf0d2431895d52af7e89ce3bd,218300,219750,go to the stove
490,554,55,1,671d8e566083456c9698450f7a9c0c90,223850,225850,uh turn on the fire
491,555,55,2,831857b0129b44d982c771318a6416a4,228400,229450,turn around
492,556,55,3,eba8c035d32c455a98a5f2e189c57a05,232350,235050,um turn the knob for the stove
493,557,55,4,087b12cb1dc349fb88da62e02a3debab,245500,246450,turn around
494,558,55,5,19efeee951a044a0b7ff9bd70fb608bb,251900,253200,grab the lid
495,559,55,6,a5b61cd4f3664cf6b5d598628ba01040,266650,268200,uh turn around
496,560,55,7,0cf67b188d4147ae8f504ace9ef4df37,276500,278400,uh take the onion
497,561,55,8,0d6b829406134c66b6fcda6e2dfc5351,281000,283800,take the small vegetable
498,562,55,9,1441abe901844be1982cb908c7f93708,299100,300150,turn around
499,563,55,10,25619ae635ef4cf4ad23f0be4a62fe5a,304950,306400,grab the carrot
500,564,55,11,43aedd4be4a14a11999b8ab718b7f834,320450,321650,grab the knife
501,565,55,12,37e9b40e742048d1ab42c44d43137e87,338150,339550,grab the tomato
502,566,55,13,0d3b569733bc4939bafd70d16d05b0b4,341550,343500,pick up the red vegetable
503,567,55,14,8c46f23f732343b882a4d07d40d2b66d,346500,348400,grab the vegetable closest
504,568,55,15,f3932d5da96d4d6fb4ede691f0d8f446,355800,357700,pick up that vegetable
505,569,55,16,4404e689fcc24e649f4afb1ca019e777,364900,367600,pick up the red round vegetable
506,570,55,17,55e60df210f842b5a8e18d9c9e84e313,383550,385150,take the tomato
507,571,55,18,0a9c7b6cb33348568ea8bb26f7fa09bf,402050,404300,pick up the closest vegetable
508,572,55,19,ed8473af6432456cbc87666bda7fa728,430400,431400,turn around
509,573,55,20,151c4a9f08ed4497b760dd118b72e300,436750,438200,turn on the fire
510,574,55,21,44583e0967ff4c5ea53d564b4f6092d2,449150,450200,turn around
511,575,55,22,503ea26778fc44f7a224d343d62f5169,454550,456600,pick up the oil
512,576,55,23,961831cf6f4a490d83e58587a08feef8,457050,461650,uh grab the bottle
513,577,55,24,1ab84a51e4cd44fb9063790f01a6b659,467050,468950,grab the bottle on your left
514,578,55,25,747c817366a34026be0a43c0e9e663fe,482200,483650,pick up the onions
515,580,55,26,062e8a1551bf4d7ea109bc1a83534924,497200,498250,turn around
516,581,55,27,9c03fa2dca0947169843d66651c0eaeb,502450,503800,place it in the pot
517,582,55,28,95c18b0cbed040008304c47ee81abfb2,506300,508150,put the vegetables in the pan
518,583,55,29,d5bba84b802743588d446f401ab9f434,517600,518650,turn around
519,584,55,30,5fbed814cbda4174a98b92d8f839855d,522900,526250,pick up the light colored salt shaker
520,585,55,31,9998e337573748ecb2a994e4a6ad5312,540250,541200,turn around
521,586,55,32,dc29621e6b264d49850bab9b396e7493,544100,545100,turn around
522,587,55,33,a66982b442ab4e07a5d285ce9d144a39,549400,552550,pick up the dark colored pepper shaker
523,588,55,34,4c910fcf56ae42afbb9c5e907afedd1c,568650,569750,turn around
524,589,55,35,d6f1d16cad9e4193a12ebea2fd6f898b,574100,575800,pick up the spoon
525,590,55,36,932d375a63d54419b644078930872174,599700,601200,pick up the potato
526,591,55,37,1a35d3a75e8f4713b85505319d58cb29,604100,608400,take the wide brown vegetable
527,592,55,38,29cf837ad340472c89008805cc39866e,612000,614600,pick up that brown vegetable
528,593,55,39,ce377e3f68c540ed9b58dba001358e32,633200,634800,pick up the carrot
529,594,55,40,3f457a5ab4db46b8bb74d4a38c54cadd,650700,652300,pick up the celery
530,595,55,41,b12b3aa3d73c4ff4aada44b28237b43f,669000,670100,turn around
531,596,55,42,929d36ee1a0a42f7b6aa3dfc5f180b3d,673000,674150,turn around
532,597,55,43,623f839030af4b269c9110c09d0f9b72,677800,679800,take the lid off the pot
533,598,55,44,05f8e7d3dd0d4effb47775e9b377f3e9,691550,693050,take the vegetables
534,599,55,45,b1d3b29721e14cf386eb2518ab9ead16,703300,705100,put the vegetables in the pot
535,600,55,46,1d8f997905d54107b8e59fcdd0d57544,710450,712750,slide the vegetables into the pot
536,601,55,47,f8a79bfc049c4b83b4b6e3f081f5e644,723400,724400,turn around
537,602,55,48,22ea280ea4c1410a917552376188c822,726800,727850,turn around
538,603,55,49,77ed7249c850493f849b09f209235dd5,730100,731800,turn off the fire
539,605,55,50,1a061f9c380742ff9a0218fa0c694fc0,746700,747800,turn around
540,606,55,51,0be8125a40424856ba187c05da705e28,751350,752850,pick up the pan
541,607,55,52,45395c959d3d4aa0a00bd6160cf738ce,767550,768700,turn around
542,608,55,53,57d213613b754ba49f680da79b5714c5,772250,774450,grab the spices on the right
543,609,55,54,6d837752827141c7a85c68573c852fd4,794850,795950,turn around
544,610,55,55,d5bea8069667481eaa43dd03a056f481,797450,798500,turn around
545,611,55,56,536eecd93fab485b96735af0479269dc,802950,804300,turn around
546,612,55,57,997733d20cf6435db4d375fa17972e35,806470,808100,face this direction
547,613,55,58,eef6a48bafe945babf6cbe399f9a51ca,828400,829500,turn around
548,614,55,59,5af414186a9e43f4b3de6e4b79b88c7e,844650,845800,turn around
549,615,55,60,4250b30d06bb4675ab31955feee91a6d,850600,851800,face this way
550,616,55,61,f7c798b873c44f56a979032450617bc0,865500,866600,turn around
551,617,55,62,5b3d406975c4447ea5d515ca9888bc0b,870300,871950,face this way
552,618,55,63,d3bebbb853c34c7a9348bcb67a23bf9b,885400,886550,turn around
553,619,55,64,23ef09562d8e4caaa2d035fd69474777,901400,903100,pick up the ladle
554,620,55,65,18ef2cee6391416ba49b68c657bb9958,931050,932100,turn around
555,621,55,66,b2ab94ef72374062a74935623105d39d,936250,938050,turn this way
556,622,55,67,3baef7b84a3c4b4f962d537564d8bc8a,941850,943300,pick up the pot
557,623,55,68,83bce2e47d2446f6966e6f0cd2f33c30,982150,983700,wash the pot
558,624,56,0,f038d3fd74264644873b758bcc23d263,307800,308750,ok
559,624,56,1,5ba5cb9556464b0e8368342dc3102e1d,309350,312000,turn back
560,625,56,2,5ba5cb9556464b0e8368342dc3102e1d,309350,312000,turn back
561,625,56,3,a1fd389b3f234fe6bd4b533e17e125d0,312950,314050,turn to the left
562,626,56,4,8bb2ebf1e326429aa6f8828b82d76e8c,320900,322650,turn on the stove
563,627,56,5,7965464829b44ac9aee93f72d0c6f71e,332200,334150,um turn on the stove
564,628,56,6,0b3d525894ec4a51bf2cbaa5656e1b44,357000,360100,boil water
565,629,56,7,b27a9be3a02447ce82f7e0e6e8a208c4,370400,372000,turn on the stove
566,630,56,8,43544b264baf48ffa1e247efa6e57dac,380400,382450,put the pot on the stove
567,631,56,9,59a2c1fb5a9249b28184ecef1fe533ca,390050,391700,turn on the stove
568,632,56,10,b9441d45c26e43deaf6a9251d3f124e4,410300,412650,put the cover on the pot
569,633,56,11,b83e3c98b44c4a5dadd034564f081fb2,422100,423600,pick up the cover
570,634,56,12,c866375ea3e849fdaef03c48e505e756,427350,430300,pick up the top of the pot the 
571,635,56,13,2fc5fe44bb3a40da8074b0b0ac7fc433,444200,445700,cover the pot
572,636,56,14,8146f677aa3e40fe9514be37f3f17570,447950,450650,cover the pot on the stove
573,637,56,15,72281068ad7a4e97b1cd053abaf8934b,463000,467100,find the pot find the cover of the pot
574,638,56,16,fa0294d6f61f4dea90b24830d07565db,469700,472200,put the cover on the pot
575,639,56,17,65ebd5b9c5d94668a354189c8b787600,490950,492400,get the onion
576,640,56,18,9b0e0d07c5b14e0d8fe94ff159e09bd5,501050,502600,pick up the onion
577,641,56,19,d5f1cf50479b43be85b818874b24d0c6,506850,508550,put it on the cutting board
578,642,56,20,f11f1e341c6b4d3686363f4417914707,520400,521850,pick up the carrot
579,643,56,21,fe892447c91e4d2ea8cd531245055549,528400,529650,pick up the carrot
580,644,56,22,16456bbd638e45ea84157563017d4ad8,545100,546600,cut the onion
